REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
CA151,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,7095.000,-7036.000,90.000,NO
CA152,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,7296.220,-6938.000,90.000,NO
CA153,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7765.720,-7145.000,180.000,YES
CA154,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7346.220,-7170.000,90.000,YES
CA155,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7264.000,-7030.000,0.000,YES
CA156,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,8690.380,-7141.000,270.000,NO
CA157,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,9827.500,-7008.000,180.000,NO
CA158,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8730.380,-7141.000,270.000,NO
CA159,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,8998.120,-7618.000,270.000,YES
CA160,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,7399.000,-7194.220,0.000,NO
CA161,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,9057.380,-7055.000,90.000,NO
CA162,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,9258.220,-6938.000,90.000,NO
CA163,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7576.220,-7030.000,0.000,YES
CA164,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7435.720,-7145.000,180.000,YES
CA165,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8556.220,-7030.000,0.000,YES
CA166,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,9017.380,-7141.000,270.000,NO
CA167,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,9895.000,-6932.000,270.000,NO
CA168,CAP_NP_C0603_22U/4V/X6S/0603,,,C0603,9135.000,-7975.000,180.000,NO
CA169,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8403.380,-7141.000,270.000,NO
CA170,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,9235.000,-7917.000,180.000,NO
CA171,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,9379.000,-7248.780,180.000,NO
CA173,CAP_NP_C0402_220P/50V/X7R/0402,,,C0402,10055.000,-12935.000,90.000,YES
CA174,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,10050.000,-12850.000,0.000,NO
CA175,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,9785.000,-13140.000,180.000,NO
CA176,CAPACITOR_POL_EC98-6P3MM-H10MM_,,,EC98-6P3MM-H10MM,10313.000,-13130.000,0.000,NO
CA177,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,10459.130,-12371.480,0.000,NO
CA178,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,10577.000,-12576.840,0.000,NO
CA179,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,10290.000,-13670.000,180.000,NO
CA180,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,10605.000,-12655.000,0.000,NO
CA181,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,10355.000,-12625.000,0.000,YES
CA182,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,10373.000,-12666.000,180.000,NO
CA183,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,10195.000,-12995.000,0.000,NO
CA184,CAP_NP_C0603_22U/4V/X6S/0603,,,C0603,9725.000,-12700.000,270.000,NO
CA185,CAP_NP_C0603_22U/4V/X6S/0603,,,C0603,9935.000,-12370.000,270.000,NO
CA186,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,9032.000,-7892.000,180.000,NO
CA187,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,10245.000,-12375.000,0.000,NO
CA188,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,8008.000,-7961.000,180.000,YES
CA189,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,8561.380,-7548.230,270.000,YES
CA190,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,7559.380,-7546.230,270.000,YES
CA191,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,7895.380,-7547.230,270.000,YES
CA192,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,8249.380,-7552.230,270.000,YES
CA193,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,8872.380,-7548.230,270.000,YES
CA194,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,8250.230,-7955.380,180.000,NO
CA195,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.260,-9809.059,180.000,NO
CA196,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,7988.260,-10413.150,0.000,NO
CA197,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,7988.260,-10463.150,0.000,NO
CA198,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,7988.260,-10513.150,0.000,NO
CA199,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.260,-9859.059,180.000,NO
CA200,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.260,-9909.059,180.000,NO
CA201,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.260,-9959.059,180.000,NO
CA202,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,7988.260,-10313.150,0.000,NO
CA203,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,7988.260,-10363.150,0.000,NO
CA204,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,9205.380,-7471.230,270.000,YES
CA205,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,8690.000,-7960.000,0.000,YES
CA206,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.260,-10409.059,180.000,NO
CA207,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.260,-10359.059,180.000,NO
CA208,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.260,-10309.059,180.000,NO
CA209,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.260,-10259.059,180.000,NO
CA210,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.260,-10209.059,180.000,NO
CA211,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.260,-10159.059,180.000,NO
CA212,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.260,-10109.059,180.000,NO
CA213,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.260,-10059.059,180.000,NO
CA214,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.260,-10009.059,180.000,NO
CA215,CAP_NP_C0603_22U/4V/X6S/0603,,,C0603,8457.260,-9825.150,0.000,YES
CA216,CAP_NP_C0603_22U/4V/X6S/0603,,,C0603,8543.780,-9953.728,90.000,YES
CA217,CAP_NP_C0603_22U/4V/X6S/0603,,,C0603,8457.260,-9925.150,0.000,YES
CA218,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8453.260,-9809.059,180.000,NO
CA219,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8129.260,-10459.059,180.000,NO
CA220,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-9859.059,180.000,NO
CA221,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-9909.059,180.000,NO
CA222,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-9959.059,180.000,NO
CA223,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10009.059,180.000,NO
CA224,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10059.059,180.000,NO
CA225,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-9809.059,180.000,NO
CA226,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8129.941,-10559.059,180.000,NO
CA227,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8453.260,-9859.059,180.000,NO
CA228,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8453.260,-9909.059,180.000,NO
CA229,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8548.260,-9964.150,180.000,NO
CA230,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8129.260,-10509.059,180.000,NO
CA231,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10109.059,180.000,NO
CA232,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10159.059,180.000,NO
CA233,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10209.059,180.000,NO
CA234,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10259.059,180.000,NO
CA235,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10309.059,180.000,NO
CA236,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8438.260,-9959.059,0.000,NO
CA237,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10459.059,180.000,NO
CA238,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10409.059,180.000,NO
CA239,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10359.059,180.000,NO
CA240,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8439.260,-10469.059,0.000,NO
CA241,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8438.260,-10369.059,0.000,NO
CA242,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8438.260,-10319.059,0.000,NO
CA243,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8438.260,-10269.059,0.000,NO
CA244,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8438.260,-10219.059,0.000,NO
CA245,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8438.260,-10169.059,0.000,NO
CA246,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8438.260,-10119.059,0.000,NO
CA247,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8438.260,-10069.059,0.000,NO
CA248,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8438.260,-10009.059,0.000,NO
CA249,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,10035.000,-12575.000,180.000,YES
CA250,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,10093.000,-12375.000,180.000,YES
CA251,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,10035.000,-12775.000,180.000,YES
CA252,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8128.260,-10011.559,0.000,YES
CA253,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8128.260,-9946.559,0.000,YES
CA254,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8128.260,-9881.559,0.000,YES
CA255,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8128.260,-9816.559,0.000,YES
CA256,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,7987.260,-10306.150,180.000,YES
CA257,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,7987.260,-10436.150,180.000,YES
CA258,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8128.260,-10076.559,0.000,YES
CA259,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8128.260,-10141.559,0.000,YES
CA260,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,7987.260,-10371.150,180.000,YES
CA261,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,7987.260,-10501.150,180.000,YES
CA262,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,9985.000,-12205.000,90.000,NO
CA263,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,9660.000,-12530.000,270.000,NO
CA264,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8447.000,-10729.000,0.000,NO
CA265,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8138.780,-10669.059,0.000,NO
CA266,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8128.780,-10609.059,0.000,NO
CA267,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8439.260,-10519.059,0.000,NO
CA268,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.260,-10011.559,0.000,YES
CA269,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.260,-9946.559,0.000,YES
CA270,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.260,-9881.559,0.000,YES
CA271,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.260,-9816.559,0.000,YES
CA272,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8128.260,-10466.559,0.000,YES
CA273,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8128.260,-10531.559,0.000,YES
CA274,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8128.260,-10271.559,0.000,YES
CA275,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8128.260,-10336.559,0.000,YES
CA276,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8128.260,-10206.559,0.000,YES
CA277,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8439.260,-10569.059,0.000,NO
CA278,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8439.260,-10619.059,0.000,NO
CA279,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8439.260,-10669.059,0.000,NO
CA280,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10509.059,180.000,NO
CA281,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10559.059,180.000,NO
CA282,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.000,-10660.000,0.000,YES
CA283,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10609.059,180.000,NO
CA284,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8128.260,-10401.559,0.000,YES
CA285,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8437.260,-9983.150,180.000,YES
CA286,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.260,-10466.559,0.000,YES
CA287,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.260,-10401.559,0.000,YES
CA288,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.260,-10596.559,0.000,YES
CA289,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8437.260,-10633.150,180.000,YES
CA290,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.260,-10531.559,0.000,YES
CA291,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8437.260,-10568.150,180.000,YES
CA292,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8128.780,-10598.728,180.000,YES
CA293,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8140.000,-10655.000,180.000,YES
CA294,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8299.260,-10659.059,180.000,NO
CA295,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.260,-10336.559,0.000,YES
CA296,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.260,-10271.559,0.000,YES
CA297,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.260,-10206.559,0.000,YES
CA298,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.260,-10141.559,0.000,YES
CA299,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8295.260,-10076.559,0.000,YES
CA300,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8437.260,-10113.150,180.000,YES
CA301,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8437.260,-10048.150,180.000,YES
CA302,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8437.260,-10503.150,180.000,YES
CA303,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8437.260,-10178.150,180.000,YES
CA304,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8437.260,-10243.150,180.000,YES
CA305,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8437.260,-10308.150,180.000,YES
CA306,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8437.260,-10373.150,180.000,YES
CA307,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8438.260,-10439.150,180.000,YES
CA310,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8583.260,-10408.150,0.000,YES
CA311,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,8583.260,-10343.150,0.000,YES
CA312,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,5335.000,-5440.000,90.000,NO
CA313,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,5230.000,-5230.000,90.000,YES
CA314,CAP_NP_C0603_4.7U/10V/X5R/0603,,,C0603,5120.000,-5215.000,90.000,YES
CA315,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,4940.000,-5125.000,90.000,NO
CA316,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,5390.000,-5125.000,0.000,NO
CA317,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,5316.000,-5145.000,270.000,NO
CA318,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,5390.000,-5165.000,0.000,NO
CA319,CAP_NP_C0603_2.2U/16V/X5R/0603,,,C0603,4895.000,-6000.000,180.000,YES
CA320,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,4829.870,-5764.480,270.000,NO
CA321,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,4875.000,-5805.000,90.000,YES
CA322,CAP_NP_C0805_10UF/25V/X6S/0805,,,C0805,5010.000,-5810.000,90.000,YES
CA323,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,5045.000,-5775.000,0.000,NO
CA324,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,5020.000,-5875.000,270.000,NO
CA325,CAP_NP_C0402_X_0.1U/25V/X7R/040,,,C0402,4740.000,-5981.000,90.000,NO
CA326,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5045.000,-6385.000,270.000,YES
CA327,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5120.000,-6385.000,270.000,YES
CA328,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,4818.000,-6660.000,180.000,NO
CA329,CAP_NP_C0402_1000P/50V/X7R/0402,,,C0402,5020.000,-5980.000,90.000,NO
CA330,CAP_NP_C0603_2.2U/16V/X5R/0603,,,C0603,5590.000,-6005.000,180.000,YES
CA331,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,5493.000,-5750.000,270.000,NO
CA332,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,5560.000,-5805.000,90.000,YES
CA333,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,5719.000,-5790.000,0.000,NO
CA334,CAP_NP_C0805_10UF/25V/X6S/0805,,,C0805,5635.000,-5810.000,90.000,YES
CA335,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,5584.000,-5766.000,180.000,NO
CA336,CAP_NP_C0402_X_0.1U/25V/X7R/040,,,C0402,5423.000,-5981.000,90.000,NO
CA337,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5475.000,-6385.000,270.000,YES
CA338,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5955.000,-6400.000,270.000,YES
CA339,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,5775.000,-6405.000,90.000,NO
CA340,CAP_NP_C0402_1000P/50V/X7R/0402,,,C0402,5746.000,-6053.000,90.000,NO
CA341,CAP_NP_C0603_2.2U/16V/X5R/0603,,,C0603,5250.000,-6000.000,180.000,YES
CA342,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,5176.870,-5764.480,270.000,NO
CA343,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,5378.000,-5790.000,0.000,NO
CA344,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,5220.000,-5805.000,90.000,YES
CA345,CAP_NP_C0805_10UF/25V/X6S/0805,,,C0805,5355.000,-5810.000,90.000,YES
CA346,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,5362.000,-5875.000,270.000,NO
CA347,CAP_NP_C0402_X_0.1U/25V/X7R/040,,,C0402,5080.000,-5980.000,90.000,NO
CA348,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4811.000,-6600.000,180.000,NO
CA349,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5400.000,-6385.000,270.000,YES
CA350,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,5415.000,-6405.000,90.000,NO
CA351,CAP_NP_C0402_1000P/50V/X7R/0402,,,C0402,5366.000,-5980.000,90.000,NO
CA352,CAP_NP_C0603_2.2U/16V/X5R/0603,,,C0603,4550.000,-6000.000,180.000,YES
CA353,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,4487.870,-5764.480,270.000,NO
CA354,CAP_NP_C0805_22U/6.3V/X6S/0805,,,C0805,6415.000,-12150.000,270.000,NO
CA355,CAP_NP_C0805_22U/6.3V/X6S/0805,,,C0805,4215.000,-11905.000,90.000,NO
CA356,CAP_NP_C0805_22U/6.3V/X6S/0805,,,C0805,4605.000,-6643.000,270.000,NO
CA357,CAP_NP_C0805_22U/6.3V/X6S/0805,,,C0805,4480.000,-6643.000,270.000,NO
CA358,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,4535.000,-5805.000,90.000,YES
CA359,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,4700.000,-5775.000,0.000,NO
CA360,CAP_NP_C0805_10UF/25V/X6S/0805,,,C0805,4670.000,-5810.000,90.000,YES
CA361,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,4678.000,-5870.000,270.000,NO
CA362,CAP_NP_C0603_10U/6.3V/X5R/0603,,,C0603,4215.000,-12040.000,270.000,NO
CA363,CAP_NP_C0603_10U/6.3V/X5R/0603,,,C0603,5310.000,-12040.000,270.000,NO
CA364,CAP_NP_C0603_10U/6.3V/X5R/0603,,,C0603,5675.000,-11865.000,90.000,NO
CA365,CAP_NP_C0603_10U/6.3V/X5R/0603,,,C0603,4580.000,-12040.000,270.000,NO
CA366,CAP_NP_C0402_X_0.1U/25V/X7R/040,,,C0402,4396.000,-5976.000,90.000,NO
CA367,CAP_NP_C0805_22U/6.3V/X6S/0805,,,C0805,4750.000,-6385.000,270.000,YES
CA368,CAP_NP_C0805_22U/6.3V/X6S/0805,,,C0805,4675.000,-6385.000,270.000,YES
CA369,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,4545.000,-6640.000,270.000,NO
CA370,CAP_NP_C1206_220U/4V/X5R/1206,,,C1206,4486.500,-6352.000,270.000,YES
CA371,CAP_NP_C0603_10U/6.3V/X5R/0603,,,C0603,4945.000,-12105.000,270.000,NO
CA372,CAP_NP_C0603_10U/6.3V/X5R/0603,,,C0603,5675.000,-12045.000,270.000,NO
CA373,CAP_NP_C0603_10U/6.3V/X5R/0603,,,C0603,6405.000,-11865.000,90.000,NO
CA374,CAP_NP_C0603_10U/6.3V/X5R/0603,,,C0603,6040.000,-12045.000,270.000,NO
CA375,CAP_NP_C0402_1000P/50V/X7R/0402,,,C0402,4680.000,-5980.000,90.000,NO
CA376,CAPACITOR_POL_EC98-6P3MM-H10MM_,,,EC98-6P3MM-H10MM,5020.000,-5585.000,0.000,NO
CA377,CAPACITOR_POL_EC98-6P3MM-H10MM_,,,EC98-6P3MM-H10MM,5470.000,-5580.000,0.000,NO
CA378,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4579.000,-10456.000,270.000,NO
CA379,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5309.000,-10307.000,270.000,NO
CA380,CAP_NP_C0603_10U/6.3V/X5R/0603,,,C0603,7988.260,-10113.150,0.000,NO
CA381,CAP_NP_C0603_10U/6.3V/X5R/0603,,,C0603,7988.260,-10213.150,0.000,NO
CA382,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,5615.000,-6325.000,270.000,YES
CA383,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,4890.000,-6325.000,270.000,YES
CA384,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,5260.000,-6325.000,270.000,YES
CA385,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,5895.000,-6335.000,90.000,NO
CA386,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,5815.000,-6330.000,270.000,YES
CA387,CAP_NP_C0603_10U/6.3V/X5R/0603,,,C0603,6041.000,-10245.000,90.000,NO
CA388,CAP_NP_C0603_10U/6.3V/X5R/0603,,,C0603,7988.260,-10163.150,0.000,NO
CA389,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,10685.000,-13618.000,0.000,NO
CA390,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,10925.000,-13485.000,0.000,YES
CA391,CAP_NP_C0603_4.7U/10V/X5R/0603,,,C0603,10945.000,-13435.000,0.000,YES
CA392,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,11055.000,-13225.000,270.000,NO
CA393,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,11074.000,-13622.000,270.000,NO
CA394,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,11040.000,-13570.000,180.000,NO
CA395,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,11006.000,-13622.000,270.000,NO
CA396,CAP_NP_C0603_2.2U/16V/X5R/0603,,,C0603,11925.000,-12886.000,90.000,YES
CA397,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,11997.130,-13165.520,90.000,NO
CA398,CAP_NP_C0805_10UF/25V/X6S/0805,,,C0805,11894.000,-13101.000,270.000,YES
CA399,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,11780.000,-13130.000,180.000,NO
CA400,CAP_NP_C0805_10UF/25V/X6S/0805,,,C0805,11818.000,-13100.000,270.000,YES
CA401,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,11802.000,-13040.000,90.000,NO
CA402,CAP_NP_C0402_X_0.1U/25V/X7R/040,,,C0402,12082.000,-12910.000,270.000,NO
CA403,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11890.000,-12200.000,180.000,YES
CA404,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11890.000,-12275.000,180.000,YES
CA405,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,12310.000,-9295.000,90.000,NO
CA406,CAP_NP_C0402_1000P/50V/X7R/0402,,,C0402,11802.000,-12910.000,270.000,NO
CA407,CAP_NP_C0603_2.2U/16V/X5R/0603,,,C0603,11235.000,-12885.000,90.000,YES
CA408,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,11288.130,-13165.520,90.000,NO
CA409,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,11095.000,-13125.000,180.000,NO
CA410,CAP_NP_C0805_10UF/25V/X6S/0805,,,C0805,11128.000,-13103.000,270.000,YES
CA411,CAP_NP_C0805_10UF/25V/X6S/0805,,,C0805,11215.000,-13105.000,270.000,YES
CA412,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,11118.000,-13040.000,90.000,NO
CA413,CAP_NP_C0402_X_0.1U/25V/X7R/040,,,C0402,11398.000,-12910.000,270.000,NO
CA414,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11225.000,-12515.000,90.000,YES
