REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
CC1478,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,-1783.000,-15856.000,270.000,NO
CC1487,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,34.059,-16146.390,270.000,YES
CC1488,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,447.902,-15541.059,0.000,NO
CC1489,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,-6.421,-15781.969,0.000,NO
CC1490,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,-6.421,-15731.969,0.000,NO
CC1491,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,-6.421,-15681.969,0.000,NO
CC1492,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,25.579,-15501.969,270.000,NO
CC1493,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,-6.421,-15631.969,0.000,NO
CC1494,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,-6.421,-15581.969,0.000,NO
CC1495,CAP_NP_C1206_100U/6.3V/X5R/1206,,,C1206,-3745.000,-16100.000,270.000,YES
CC1497,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,885.000,-19846.000,180.000,YES
CC1498,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,3500.000,-19240.000,90.000,YES
CC1499,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,3870.000,-19245.000,90.000,YES
CC1500,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,2760.000,-19245.000,90.000,YES
CC1501,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,3130.000,-19245.000,90.000,YES
CC1502,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,2390.000,-19240.000,90.000,YES
CC1503,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,4235.000,-19250.000,90.000,YES
CC1504,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,-2888.000,-19119.000,90.000,NO
CC1505,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,-2149.000,-19122.000,90.000,NO
CC1506,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,-1390.000,-18944.000,0.000,NO
CC1507,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,-3267.000,-19227.000,90.000,NO
CC1508,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,-3625.000,-19302.000,270.000,NO
CC1509,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,-3681.000,-19302.000,270.000,NO
CC1510,CAP_NP_C1206_220U/4V/X5R/1206,,,C1206,3653.600,-19382.100,0.000,YES
CC1511,CAP_NP_C0805_47U/4V/X5R/0805,,,C0805,3685.400,-19469.800,0.000,YES
CC1512,CAP_NP_C1206_220U/4V/X5R/1206,,,C1206,-3039.700,-19477.100,90.000,YES
CC1513,CAP_NP_C0805_47U/4V/X5R/0805,,,C0805,-3126.600,-19498.200,90.000,YES
CC1514,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,107.000,-19986.000,270.000,NO
CC1515,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,147.000,-19986.000,270.000,NO
CC1516,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,-2309.000,-13140.000,270.000,NO
CC1517,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,-2238.000,-13140.000,270.000,NO
CC1518,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,-2245.000,-13205.000,270.000,NO
CC1519,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,-2205.000,-13205.000,270.000,NO
CC1520,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,-878.309,-7113.000,270.000,NO
CC1521,CAP_NP_C0402_220P/50V/X7R/0402,,,C0402,490.000,-19749.000,90.000,NO
CC1522,CAP_NP_C0402_220P/50V/X7R/0402,,,C0402,164.000,-19641.000,225.000,NO
CC1523,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,-1870.000,-13130.000,0.000,YES
CD16,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,9420.000,-13495.000,90.000,NO
CD17,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,9420.000,-13390.000,270.000,NO
CD18,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,6630.000,-13430.000,270.000,NO
CD19,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,6630.000,-13500.000,90.000,NO
CD22,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,10270.000,-18915.000,0.000,NO
CD23,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,11010.000,-18915.000,0.000,NO
CD24,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,11750.000,-19180.000,0.000,NO
CD25,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,6112.000,-19077.000,0.000,NO
CD26,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,5375.000,-19136.000,0.000,NO
CD27,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,4637.000,-19073.000,0.000,NO
CD30,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,6680.000,-13235.000,180.000,NO
CD31,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,6810.000,-13625.000,270.000,NO
CD32,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,10285.000,-19090.000,270.000,NO
CD33,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,12220.000,-16340.000,270.000,YES
CD34,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,10267.831,-17140.118,270.000,NO
CD35,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,12280.000,-16340.000,270.000,YES
CD36,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,10270.831,-16630.118,90.000,NO
CD37,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,10270.831,-16910.118,270.000,NO
CD38,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,10640.831,-15730.118,90.000,NO
CD39,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,10641.000,-15863.000,270.000,NO
CD40,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,10643.000,-16004.000,90.000,NO
CD41,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,9910.000,-18920.000,90.000,NO
CD42,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,11025.000,-19090.000,270.000,NO
CD43,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11011.728,-16963.969,270.000,NO
CD44,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11011.000,-16810.000,90.000,NO
CD45,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11381.000,-16693.000,90.000,NO
CD46,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11010.831,-16260.118,270.000,NO
CD47,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11011.000,-16067.000,90.000,NO
CD48,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11011.000,-15928.000,270.000,NO
CD49,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11010.831,-15794.118,90.000,NO
CD50,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11010.831,-15664.118,90.000,NO
CD51,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,10658.000,-19052.000,90.000,NO
CD52,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,11750.000,-18990.000,180.000,NO
CD53,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11750.831,-15667.118,90.000,NO
CD54,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11750.831,-15809.118,90.000,NO
CD55,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11751.000,-15937.000,270.000,NO
CD56,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11751.000,-16078.000,90.000,NO
CD57,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11751.000,-16235.000,270.000,NO
CD58,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11750.000,-16363.000,90.000,NO
CD59,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11750.831,-16696.118,270.000,NO
CD60,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,11751.000,-16846.000,270.000,NO
CD61,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,11396.000,-19044.000,90.000,NO
CD62,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,6116.000,-18996.000,180.000,NO
CD63,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,6117.000,-16915.000,270.000,NO
CD64,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,6116.681,-17135.000,270.000,NO
CD65,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,6116.681,-16614.000,90.000,NO
CD66,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,6116.681,-15854.000,270.000,NO
CD67,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,6106.831,-16030.118,90.000,NO
CD68,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5747.520,-15785.118,90.000,NO
CD69,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5747.000,-16000.000,270.000,NO
CD70,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5747.000,-16129.000,90.000,NO
CD71,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,5755.000,-19085.000,270.000,NO
CD72,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,5020.000,-19075.000,270.000,NO
CD73,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5007.000,-15986.000,270.000,NO
CD74,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5007.000,-16125.000,90.000,NO
CD75,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5007.000,-16259.000,270.000,NO
CD76,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5007.000,-16739.000,90.000,NO
CD77,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5007.000,-16863.000,270.000,NO
CD78,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5007.000,-17009.000,90.000,NO
CD79,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5007.520,-17133.118,270.000,NO
CD80,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,5007.520,-17263.118,90.000,NO
CD81,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,5373.000,-19041.000,180.000,NO
CD82,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,4636.000,-18981.000,180.000,NO
CD83,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4637.520,-15730.118,90.000,NO
CD84,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4637.520,-15865.118,90.000,NO
CD85,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4637.000,-15995.000,270.000,NO
CD86,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4637.000,-16130.000,90.000,NO
CD87,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4637.000,-16261.000,270.000,NO
CD88,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4637.000,-16393.000,90.000,NO
CD89,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4637.000,-16725.000,90.000,NO
CD90,CAP_NP_C0805_22U/4V/X6S/0805,,,C0805,4637.000,-16878.000,270.000,NO
CD91,CAP_NP_C0402_0.01U/16V/X7R/0402,,,C0402,4280.000,-19055.000,270.000,NO
CD92,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,7787.000,-19923.000,90.000,NO
CD93,CAP_NP_C0402_220P/50V/X7R/0402,,,C0402,7733.000,-19806.000,180.000,NO
CD94,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,7728.000,-19923.000,270.000,NO
CD96,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,7748.000,-19858.000,270.000,NO
CD97,CAP_NP_C0402_220P/50V/X7R/0402,,,C0402,7733.000,-19766.000,180.000,NO
CD98,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,9322.550,-19178.800,270.000,NO
CD99,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,9121.710,-19295.800,270.000,NO
CD100,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8741.710,-19063.800,270.000,YES
CD101,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7761.710,-19063.800,270.000,YES
CD102,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8416.710,-19063.800,270.000,YES
CD103,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,8054.550,-19092.800,90.000,NO
CD104,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,8170.000,-19692.000,270.000,NO
CD105,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,7687.550,-19092.800,90.000,NO
CD106,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,8379.000,-18045.000,180.000,NO
CD107,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,9018.930,-19039.580,180.000,NO
CD108,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8995.550,-19178.800,270.000,NO
CD109,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,8794.710,-19295.800,270.000,NO
CD110,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7672.210,-19088.800,0.000,YES
CD111,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7286.930,-19204.800,270.000,YES
CD112,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7436.710,-19063.800,270.000,YES
CD113,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,7073.550,-19092.800,90.000,NO
CD114,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,8141.000,-19640.000,0.000,NO
CD115,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8668.550,-19092.800,90.000,NO
CD116,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,8371.000,-18121.000,180.000,NO
CD117,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,8690.930,-19041.580,180.000,NO
CD118,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8668.550,-19178.800,270.000,NO
CD119,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,8467.710,-19295.800,270.000,NO
CD120,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8516.710,-19203.800,180.000,YES
CD121,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8002.210,-19088.800,0.000,YES
CD122,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8327.210,-19088.800,0.000,YES
CD123,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,8381.550,-19092.800,90.000,NO
CD124,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,8076.000,-19618.000,0.000,NO
CD125,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,7360.550,-19092.800,90.000,NO
CD126,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,8070.000,-18116.000,0.000,NO
CD127,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,8364.930,-19040.580,180.000,NO
CD128,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8341.550,-19178.800,270.000,NO
CD129,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,8140.710,-19295.800,270.000,NO
CD130,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,9173.000,-19208.000,180.000,YES
CD131,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7536.710,-19203.800,180.000,YES
CD132,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7347.210,-19088.800,0.000,YES
CD133,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,7400.550,-19092.800,90.000,NO
CD134,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,7997.000,-19608.000,0.000,NO
CD135,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8341.550,-19092.800,90.000,NO
CD136,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,8075.000,-18039.000,0.000,NO
CD137,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,8038.930,-19040.580,180.000,NO
CD138,CAPACITOR_POL_EC98-6P3MM-H10MM_,,,EC98-6P3MM-H10MM,7714.000,-19447.000,270.000,NO
CD139,CAPACITOR_POL_EC98-6P3MM-H10MM_,,,EC98-6P3MM-H10MM,8041.000,-19445.000,270.000,NO
CD140,CAPACITOR_POL_EC98-6P3MM-H10MM_,,,EC98-6P3MM-H10MM,8996.000,-19459.000,270.000,NO
CD141,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8014.550,-19178.800,270.000,NO
CD142,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,7813.710,-19295.800,270.000,NO
CD143,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7106.710,-19073.800,270.000,YES
CD144,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8091.710,-19063.800,270.000,YES
CD145,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8191.710,-19203.800,180.000,YES
CD146,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,9035.550,-19092.800,90.000,NO
CD147,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,7932.000,-19608.000,0.000,NO
CD148,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8014.550,-19092.800,90.000,NO
CD149,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,9351.000,-18629.000,270.000,NO
CD150,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,7709.930,-19040.580,180.000,NO
CD151,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,7687.550,-19178.800,270.000,NO
CD152,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,7486.710,-19295.800,270.000,NO
CD153,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8652.210,-19088.800,0.000,YES
CD154,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,9071.710,-19063.800,270.000,YES
CD155,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7200.000,-19205.000,180.000,YES
CD156,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,8708.550,-19092.800,90.000,NO
CD157,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,7868.000,-19606.000,0.000,NO
CD158,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,9322.550,-19092.800,90.000,NO
CD159,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,7896.000,-18639.000,90.000,YES
CD160,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,7382.930,-19040.580,180.000,NO
CD161,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,7360.550,-19178.800,270.000,NO
CD162,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,7159.710,-19295.800,270.000,NO
CD163,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8841.710,-19203.800,180.000,YES
CD164,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,8982.210,-19088.800,0.000,YES
CD165,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,7861.710,-19203.800,180.000,YES
CD166,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,7727.550,-19092.800,90.000,NO
CD167,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,7749.000,-19672.000,90.000,NO
CD168,CAP_NP_C0603_22U/4V/X6S/0603,,,C0603,7225.000,-18646.000,90.000,YES
CD169,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,8995.550,-19092.800,90.000,NO
CD170,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,7475.000,-18195.000,180.000,YES
CD171,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,7038.930,-18985.020,0.000,NO
CD173,CAP_NP_C0402_220P/50V/X7R/0402,,,C0402,9623.000,-13038.000,0.000,YES
CD174,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,9711.000,-13043.000,270.000,NO
CD175,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,9310.000,-12955.000,180.000,YES
CD177,CAP_NP_C0402_2.2U/16V/X6S/0402,,,C0402,10370.130,-13325.480,0.000,NO
CD178,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,10490.000,-13575.000,0.000,NO
CD179,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,10480.000,-12525.000,270.000,YES
CD180,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,10465.000,-13635.000,0.000,NO
CD181,CAP_NP_C0603_10U/25V/X5R/0603,,,C0603,10380.000,-13680.000,270.000,NO
CD182,CAP_NP_C0402_3300P/50V/X7R/0402,,,C0402,10284.000,-13620.000,180.000,NO
CD183,CAP_NP_C0402_10P/50V/NPO/0402,,,C0402,9475.100,-13169.000,180.000,NO
CD184,CAP_NP_C0603_22U/4V/X6S/0603,,,C0603,9865.000,-13290.000,0.000,NO
CD185,CAP_NP_C0603_22U/4V/X6S/0603,,,C0603,9865.000,-13730.000,0.000,NO
CD186,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,9865.000,-13680.000,0.000,NO
CD187,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,10170.000,-13620.000,0.000,NO
CD188,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,7375.000,-18705.000,90.000,YES
CD189,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,8130.000,-18705.000,90.000,YES
CD190,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,8485.000,-18705.000,90.000,YES
CD191,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,8835.000,-18705.000,90.000,YES
CD192,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,9210.000,-18715.000,90.000,YES
CD193,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,7575.000,-18705.000,90.000,YES
CD194,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,7775.000,-18705.000,90.000,YES
CD195,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8178.260,-15891.059,0.000,NO
CD196,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8349.260,-16141.059,0.000,NO
CD197,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8349.260,-16091.059,0.000,NO
CD198,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8349.260,-16041.059,0.000,NO
CD199,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8349.260,-15991.059,0.000,NO
CD200,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8349.260,-15941.059,0.000,NO
CD201,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8349.260,-15891.059,0.000,NO
CD202,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8489.260,-15686.969,180.000,NO
CD203,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8349.260,-16291.059,0.000,NO
CD204,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,7095.000,-18690.000,90.000,YES
CD205,CAPACITOR-3P_SMD_C7343-3P_132_S,,,C7343-3P_132,7545.000,-18315.000,180.000,YES
CD206,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8178.260,-16191.059,0.000,NO
CD207,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8178.260,-16241.059,0.000,NO
CD208,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8178.260,-16291.059,0.000,NO
CD209,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8039.260,-16141.059,180.000,NO
CD210,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8039.260,-16091.059,180.000,NO
CD211,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8039.260,-15881.059,180.000,NO
CD212,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8039.260,-15931.059,180.000,NO
CD213,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8039.260,-15981.059,180.000,NO
CD214,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8039.260,-16031.059,180.000,NO
CD215,CAP_NP_C0603_22U/4V/X6S/0603,,,C0603,8020.260,-16174.969,180.000,YES
CD216,CAP_NP_C0603_22U/4V/X6S/0603,,,C0603,8020.260,-16224.969,180.000,YES
CD217,CAP_NP_C0603_22U/4V/X6S/0603,,,C0603,8020.260,-16274.969,180.000,YES
CD218,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8024.260,-16291.059,0.000,NO
CD219,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8039.260,-15831.059,180.000,NO
CD220,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8178.260,-15841.059,0.000,NO
CD221,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8178.260,-15791.059,0.000,NO
CD222,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8489.260,-15636.969,180.000,NO
CD223,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8489.260,-15736.969,180.000,NO
CD224,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8349.260,-16241.059,0.000,NO
CD225,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8178.260,-16041.059,0.000,NO
CD226,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8178.260,-15991.059,0.000,NO
CD227,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8024.260,-16241.059,0.000,NO
CD228,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8024.260,-16191.059,0.000,NO
CD229,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,7933.740,-16146.390,270.000,YES
CD230,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8178.260,-16141.059,0.000,NO
CD231,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8178.260,-15941.059,0.000,NO
CD232,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,7925.260,-15501.969,270.000,NO
CD233,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,7893.260,-15631.969,0.000,NO
CD234,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,7893.260,-15581.969,0.000,NO
CD235,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,7893.260,-15681.969,0.000,NO
CD236,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,7893.260,-15731.969,0.000,NO
CD237,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,7893.260,-15781.969,0.000,NO
CD238,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8038.260,-15631.059,180.000,NO
CD239,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8178.260,-15641.059,0.000,NO
CD240,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8178.260,-15741.059,0.000,NO
CD241,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8038.260,-15681.059,180.000,NO
CD242,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8178.260,-15691.059,0.000,NO
CD243,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8039.260,-15731.059,180.000,NO
CD244,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8039.260,-15781.059,180.000,NO
CD245,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8489.260,-15586.969,180.000,NO
CD246,CAP_NP_C0603_10U/4V/X6S/0603,,,C0603,8489.260,-15786.969,180.000,NO
